Name,Description,Address,Working hours,Rating,Amount of reviews,Latitude,Longitude,2GIS URL,Additional information
Виновники,ресторан,"улица Сагадат Нурмагамбетов, 326",Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-24:00,4.8,71,43.248361,76.980708,https://2gis.com/firm/70000001060152652,"Винный ресторан ​Средний чек 12000 тнг. ​Оплата картой ​Наличный расчёт ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Сагадат Нурмагамбетов, 326 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Inzhu,ресторан,"улица Омаровой, 41/2",Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,2.4,65,43.233745,76.975331,https://2gis.com/firm/70000001027760077,"Европейская кухня ​Заказ столиков ​Заказ навынос ​Винная карта ​Живая музыка ​VIP-зал ​Летняя терраса ​Проведение банкетов ​Средний чек 15000 тнг. ​До 100 мест ​Паста ​Стейки ​Том-Ям ​Салаты ​Супы ​Устрицы ​Оплата картой ​Наличный расчёт ​Оплата через банк ​Оплата по QR-коду ​Рестораны ​Банкетные залы ​Бары ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Омаровой, 41/2 ​-1 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Line Brew Reserve,ресторан,"проспект Абылай хана, 55",Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,4.0,72,43.263064,76.939836,https://2gis.com/firm/70000001059505489,"Стейк-хаус ​Европейская кухня ​Бизнес-ланч ​Заказ столиков ​Заказ навынос ​Винная карта ​Меню на английском ​Живая музыка ​VIP-зал ​Летняя терраса ​Панорамный вид ​Средний чек 10000 тнг. ​Ланч 12:00-15:00 ​До 80 мест ​Шашлык ​Бургеры ​Стейки ​Блюда на гриле ​Оплата картой ​Наличный расчёт ​Оплата по QR-коду ​Это моя компания ​Реклама в 2ГИС ↗ ​Проспект Абылай хана, 55 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Tangiers Lounge,лаундж-бар,"улица Карасай батыра, 55",Пн: 16:00-02:00; Вт: 16:00-02:00; Ср: 16:00-02:00; Чт: 16:00-02:00; Пт: 14:00-03:00; Сб: 14:00-03:00; Вс: 16:00-02:00,3.9,89,43.251737,76.946109,https://2gis.com/firm/70000001039862761,"Европейская кухня ​VIP-зал ​Кабинки ​Настольные игры ​Средний чек 4500 тнг. ​До 70 мест ​Бургеры ​Стейки ​Оплата картой ​Наличный расчёт ​Бары ​Рестораны ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Карасай батыра, 55 ​цокольный этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Luna Restaurant,ресторан,"Байтурсынова улица, 141",Пн: 16:00-02:00; Вт: 16:00-02:00; Ср: 16:00-02:00; Чт: 16:00-02:00; Пт: 16:00-02:00; Сб: 16:00-02:00; Вс: 16:00-02:00,3.3,26,43.23405,76.93065,https://2gis.com/firm/70000001052939482,"Винный ресторан ​Европейская кухня ​Заказ столиков ​Винная карта ​Меню на английском ​Живая музыка ​VIP-зал ​Летняя терраса ​Панорамный вид ​Проведение банкетов ​Средний чек 4000 тнг. ​Рамен ​Паста ​Стейки ​Том-Ям ​Блюда на гриле ​Куриные крылышки ​Жареная рыба ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Рестораны ​Бары ​Это моя компания ​Реклама в 2ГИС ↗ ​Байтурсынова улица, 141 ​4 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Pampooshka,ресторан,"проспект Жибек Жолы, 131",Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,3.7,98,43.2612,76.930546,https://2gis.com/firm/70000001065104626,"Азиатская кухня ​Паназиатская кухня ​Европейская кухня ​Бизнес-ланч ​Завтрак ​Заказ столиков ​Заказ навынос ​Детское меню ​Летняя терраса ​Панорамный вид ​Проведение банкетов ​Можно с ноутбуком ​Английский завтрак ​Турецкий завтрак ​Средний чек 5000 тнг. ​Бизнес-ланч от 2500 тнг. ​До 106 мест ​Пицца ​Бургеры ​Лапша wok ​Блины ​Паста ​Рис wok ​Манты ​Фалафель ​Картофель-фри ​Лагман ​Сувлаки ​Салаты ​Супы ​Куриные крылышки ​Наггетсы ​Колбаски ​Мидии ​Кофе с собой ​Чай с собой ​Оплата картой ​Наличный расчёт ​Оплата через банк ​Перевод с карты ​Рестораны ​Доставка готовых блюд ​Это моя компания ​Реклама в 2ГИС ↗ ​ЖК Бакытты омир ​Проспект Жибек Жолы, 131 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Svarova’s House,семейное кафе,"Барибаева улица, 14",Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,3.2,117,43.263447,76.962884,https://2gis.com/firm/70000001059176600,"Китайская кухня ​Восточная кухня ​Европейская кухня ​VIP-зал ​Детская комната ​Можно с ноутбуком ​Шведский стол ​Средний чек 6000 тнг. ​До 150 мест ​Пицца ​Шашлык ​Чебуреки ​Паста ​Манты ​Том-Ям ​Люля-кебаб ​Самса ​Картофель-фри ​Лагман ​Салаты ​Супы ​Куриные крылышки ​Наггетсы ​Плов ​Кукси ​Мидии ​Жареная рыба ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Оплата по QR-коду ​Это моя компания ​Реклама в 2ГИС ↗ ​Барибаева улица, 14 ​1 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Caviar,ресторан,"проспект Сейфуллина, 481",Пн: 10:00-02:00; Вт: 10:00-02:00; Ср: 10:00-02:00; Чт: 10:00-02:00; Пт: 10:00-02:00; Сб: 10:00-02:00; Вс: 10:00-02:00 (до последнего клиента: пн-вс),3.7,78,43.265946,76.930857,https://2gis.com/firm/9429940000975386,"Рыбные заведения ​Восточная кухня ​Европейская кухня ​Средиземноморская кухня ​Бизнес-ланч ​Завтрак ​Заказ столиков ​Заказ навынос ​Винная карта ​Детское меню ​Меню на английском ​Постное меню ​Живая музыка ​Спортивные трансляции ​Поминальные обеды ​VIP-зал ​Летняя терраса ​Танцпол ​Кабинки ​Проведение банкетов ​Можно с ноутбуком ​Шведский стол ​Английский завтрак ​Турецкий завтрак ​Средний чек 8000 тнг. ​Бизнес-ланч от 3750 тнг. ​Завтрак 11:00-13:00 ​Ланч 12:00-15:00 ​До 120 мест ​Пицца ​Шашлык ​Бургеры ​Блины ​Пельмени ​Рамен ​Манты ​Стейки ​Том-Ям ​Люля-кебаб ​Картофель-фри ​Лагман ​Салаты ​Сэндвичи ​Супы ​Блюда на гриле ​Куриные крылышки ​Плов ​Колбаски ​Мидии ​Жареная рыба ​Устрицы ​Кофе с собой ​Глинтвейн ​Чай с собой ​Оплата картой ​Наличный расчёт ​Оплата через банк ​Пандус ​Доступный вход для людей с инвалидностью ​Это моя компания ​Реклама в 2ГИС ↗ ​Проспект Сейфуллина, 481 ​2 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
R.S`Sultan,ресторан,"улица Калдаякова, 58",Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,3.3,82,43.256243,76.958809,https://2gis.com/firm/9429940000800820,"Европейская кухня ​Казахская кухня ​Бизнес-ланч ​Заказ столиков ​Заказ навынос ​Винная карта ​Детское меню ​Живая музыка ​VIP-зал ​Летняя терраса ​Детский уголок ​Танцпол ​Проведение банкетов ​Средний чек 10000 тнг. ​Бизнес-ланч от 2500 тнг. ​Ланч 12:00-15:00 ​До 130 мест ​Пицца ​Шашлык ​Блины ​Паста ​Манты ​Стейки ​Люля-кебаб ​Салаты ​Хачапури ​Супы ​Блюда на гриле ​Плов ​Оплата картой ​Наличный расчёт ​Оплата по QR-коду ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Калдаякова, 58 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Crudo,стейк-хаус,"проспект Абая, 17",Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-01:00; Сб: 12:00-01:00; Вс: 12:00-24:00 (служба доставки: пн-вс 12:40-23:00),3.7,127,43.243301,76.954111,https://2gis.com/firm/9429940001718430,"Стейк-хаус ​Европейская кухня ​Американская кухня ​Бизнес-ланч ​Заказ столиков ​Заказ навынос ​Винная карта ​Меню на английском ​VIP-зал ​Летняя терраса ​Столики на улице ​Проведение банкетов ​Средний чек 15000 тнг. ​Бизнес-ланч от 3400 тнг. ​Ланч 12:00-16:00 ​До 110 мест ​Бургеры ​Стейки ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Оплата по QR-коду ​Рестораны ​Мясо / Полуфабрикаты ​Доставка готовых блюд ​Это моя компания ​Реклама в 2ГИС ↗ ​Проспект Абая, 17 ​1 этаж ​2 филиала ​Это моя компания ​Реклама в 2ГИС ↗"
9,гастрономический ресторан,"проспект Назарбаева, 226",Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-01:00; Сб: 12:00-01:00; Вс: 12:00-24:00,4.0,86,43.233251,76.950231,https://2gis.com/firm/70000001059341217,"Стейк-хаус ​Европейская кухня ​Бизнес-ланч ​Заказ столиков ​Заказ навынос ​Винная карта ​Меню на английском ​Летняя терраса ​Проведение банкетов ​Можно с ноутбуком ​Средний чек 20000 тнг. ​Бизнес-ланч от 2000 тнг. ​Ланч 12:00-16:00 ​До 100 мест ​Бургеры ​Стейки ​Картофель-фри ​Салаты ​Супы ​Пита ​Блюда на гриле ​Боулы ​Жареная рыба ​Устрицы ​Кофе с собой ​Глинтвейн ​Оплата картой ​Наличный расчёт ​Оплата по QR-коду ​Рестораны ​Доставка готовых блюд ​112 мест ​Платная ​30 мест ​Платная ​2 места ​Бесплатная ​Это моя компания ​Реклама в 2ГИС ↗ ​МФК RAMSTORE ALL IN ​Проспект Назарбаева, 226 ​2 филиала ​Это моя компания ​Реклама в 2ГИС ↗"
Лея,кафе,"Саина улица, 18",Пн: 12:00-01:00; Вт: 12:00-01:00; Ср: 12:00-01:00; Чт: 12:00-01:00; Пт: 12:00-01:00; Сб: 12:00-01:00; Вс: 12:00-01:00,3.4,159,43.238098,76.840556,https://2gis.com/firm/70000001039288859,"Корейская кухня ​Европейская кухня ​Заказ столиков ​Заказ навынос ​Поминальные обеды ​VIP-зал ​Летняя терраса ​Танцпол ​Кабинки ​Настольные игры ​Проведение банкетов ​Средний чек 2500 тнг. ​До 50 мест ​Пицца ​Шашлык ​Рамен ​Люля-кебаб ​Картофель-фри ​Салаты ​Сэндвичи ​Супы ​Куриные крылышки ​Наггетсы ​Кукси ​Колбаски ​Жареная рыба ​Кофе с собой ​Чай с собой ​Смузи ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Оплата по QR-коду ​Это моя компания ​Реклама в 2ГИС ↗ ​Саина улица, 18 ​1 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Танго,ресторанный комплекс,"улица Ауэзова, 56в",Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,3.8,324,43.246019,76.903477,https://2gis.com/firm/70000001044081346,"Грузинская кухня ​Восточная кухня ​Кавказская кухня ​Бизнес-ланч ​Заказ столиков ​Заказ навынос ​Винная карта ​Спортивные трансляции ​Летняя терраса ​Столики на улице ​Танцпол ​Проведение банкетов ​Можно с ноутбуком ​Средний чек 6000 тнг. ​Бизнес-ланч от 2440 тнг. ​Ланч 12:00-15:00 ​До 40 мест ​Пицца ​Шашлык ​Бургеры ​Пельмени ​Рамен ​Паста ​Манты ​Стейки ​Том-Ям ​Люля-кебаб ​Картофель-фри ​Лагман ​Салаты ​Хачапури ​Супы ​Блюда на гриле ​Наггетсы ​Плов ​Хычины ​Кофе с собой ​Глинтвейн ​Чай с собой ​Оплата картой ​Наличный расчёт ​Рестораны ​Банкетные залы ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Ауэзова, 56в ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Boohouse,кафе-бар,"улица Толе би, 142",Пн: 13:00-04:00; Вт: 13:00-04:00; Ср: 13:00-04:00; Чт: 13:00-04:00; Пт: 13:00-04:00; Сб: 13:00-04:00; Вс: 13:00-04:00,4.0,151,43.252266,76.911308,https://2gis.com/firm/70000001043992929,"Итальянская кухня ​Грузинская кухня ​Европейская кухня ​Заказ столиков ​Заказ навынос ​Винная карта ​Живая музыка ​VIP-зал ​Танцпол ​Кабинки ​Настольные игры ​Панорамный вид ​Проведение банкетов ​Можно с ноутбуком ​Средний чек 5000 тнг. ​До 110 мест ​Суши ​Пицца ​Шашлык ​Бургеры ​Пончики ​Пельмени ​Паста ​Стейки ​Том-Ям ​Люля-кебаб ​Бельгийские вафли ​Салаты ​Сэндвичи ​Супы ​Пита ​Блюда на гриле ​Куриные крылышки ​Кесадилья ​Кукси ​Wi-Fi ​Туалет ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Оплата по QR-коду ​Бары ​Кафе ​Караоке-залы ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Толе би, 142 ​2 этаж ​2 филиала ​Это моя компания ​Реклама в 2ГИС ↗"
Modè,ресто-бар,"улица Сатпаева, 29/6а",Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-03:00; Сб: 12:00-03:00; Вс: 12:00-24:00,4.7,42,43.237737,76.917838,https://2gis.com/firm/70000001064814512,"Итальянская кухня ​Европейская кухня ​Авторская кухня ​Заказ столиков ​Заказ навынос ​Винная карта ​Меню на английском ​Живая музыка ​Летняя терраса ​Танцпол ​Проведение банкетов ​Средний чек 14000 тнг. ​До 228 мест ​Суши ​Бургеры ​Паста ​Стейки ​Том-Ям ​Картофель-фри ​Бельгийские вафли ​Салаты ​Супы ​Блюда на гриле ​Боулы ​Мидии ​Жареная рыба ​Устрицы ​Wi-Fi ​Туалет ​Оплата картой ​Наличный расчёт ​Оплата через банк ​Оплата по QR-коду ​Вызов персонала ​Доступный вход для людей с инвалидностью ​Рестораны ​Бары ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Сатпаева, 29/6а ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Барвиха,ночной клуб,"улица Курмангазы, 25",Чт: 23:00-05:00; Пт: 22:00-05:00; Сб: 22:00-05:00; Вс: 23:00-05:00,3.8,140,43.245478,76.954667,https://2gis.com/firm/9429940001013344,"Заказ столиков ​Винная карта ​VIP-зал ​Танцпол ​Кабинки ​Средний чек 5000 тнг. ​До 80 мест ​Бургеры ​Стейки ​Хот-доги ​Картофель-фри ​Салаты ​Сэндвичи ​VIP-зал ​Дресс-код ​Фейсконтроль ​До 350 мест ​Оплата картой ​Наличный расчёт ​Оплата через банк ​Оплата по QR-коду ​Ночные клубы ​Кафе ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Курмангазы, 25 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Cipollino,семейное кафе,"проспект Жибек Жолы, 66",Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,4.1,186,43.262209,76.949666,https://2gis.com/firm/70000001027020798,"Итальянская кухня ​Европейская кухня ​Казахская кухня ​Заказ столиков ​Заказ навынос ​Винная карта ​Детское меню ​VIP-зал ​Летняя терраса ​Детский уголок ​Кабинки ​Настольные игры ​Аниматоры, мастер-классы для детей ​Проведение банкетов ​Средний чек 7000 тнг. ​До 150 мест ​Бургеры ​Самса ​Сэндвичи ​Блюда на гриле ​Колбаски ​Wi-Fi ​Туалет ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Вызов персонала ​Доступный вход для людей с инвалидностью ​Это моя компания ​Реклама в 2ГИС ↗ ​Проспект Жибек Жолы, 66 ​2 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Тархун,,"улица Кармысова, 84а",Пн: 11:00-01:00; Вт: 11:00-01:00; Ср: 11:00-01:00; Чт: 11:00-01:00; Пт: 11:00-02:00; Сб: 11:00-02:00; Вс: 11:00-02:00,3.6,135,43.244629,76.960118,https://2gis.com/firm/70000001025258435,"Восточная кухня ​Кавказская кухня ​Европейская кухня ​Заказ столиков ​Заказ навынос ​Живая музыка ​Поминальные обеды ​VIP-зал ​Летняя терраса ​Столики на улице ​Танцпол ​Проведение банкетов ​Можно с ноутбуком ​Средний чек 6000 тнг. ​До 350 мест ​Пицца ​Шашлык ​Бургеры ​Хинкали ​Пельмени ​Рамен ​Паста ​Манты ​Стейки ​Люля-кебаб ​Картофель-фри ​Лагман ​Салаты ​Хачапури ​Вареники ​Супы ​Блюда на гриле ​Куриные крылышки ​Наггетсы ​Плов ​Колбаски ​Жареная рыба ​Кофе с собой ​Глинтвейн ​Wi-Fi ​Туалет ​Оплата картой ​Наличный расчёт ​Оплата через банк ​Перевод с карты ​Оплата по QR-коду ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Кармысова, 84а ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Qaganat,столовые,"улица Ньютона, 1",Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,2.5,168,43.233519,76.960059,https://2gis.com/firm/9429940001129819,"Бизнес-ланч ​Средний чек 1200 тнг. ​Бизнес-ланч от 700 тнг. ​Ланч 12:00-15:00 ​Оплата картой ​Наличный расчёт ​Оплата по QR-коду ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Ньютона, 1 ​25 филиалов ​Это моя компания ​Реклама в 2ГИС ↗"
Lапша Bar & Wok,,"Каппарова, 378 НП 2",Пн: 12:00-02:00; Вт: 12:00-02:00; Ср: 12:00-02:00; Чт: 12:00-02:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-02:00,3.7,52,43.217663,76.929997,https://2gis.com/firm/70000001065983066,"Японский ресторан ​Китайская кухня ​Корейская кухня ​Паназиатская кухня ​Заказ столиков ​Заказ навынос ​Винная карта ​VIP-зал ​Летняя терраса ​Панорамный вид ​Проведение банкетов ​Можно с ноутбуком ​Средний чек 10000 тнг. ​Суши ​Бургеры ​Лапша wok ​Рамен ​Паста ​Рис wok ​Поке ​Манты ​Стейки ​Том-Ям ​Лагман ​Салаты ​Супы ​Блюда на гриле ​Кукси ​Гёдза ​Wi-Fi ​Туалет ​Оплата картой ​Наличный расчёт ​Оплата по QR-коду ​Это моя компания ​Реклама в 2ГИС ↗ ​Каппарова, 378 НП 2 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
The Friends,ресторан,"улица Манаса, 50",Пн: 12:00-01:00; Вт: 12:00-01:00; Ср: 12:00-01:00; Чт: 12:00-01:00; Пт: 12:00-03:00; Сб: 12:00-03:00; Вс: 12:00-01:00,3.9,134,43.229707,76.910464,https://2gis.com/firm/70000001063365442,"Грузинская кухня ​Европейская кухня ​Американская кухня ​Заказ столиков ​Заказ навынос ​Винная карта ​Живая музыка ​VIP-зал ​Летняя терраса ​Столики на улице ​Детский уголок ​Детская комната ​Танцпол ​Кабинки ​Настольные игры ​Проведение банкетов ​Можно с ноутбуком ​Средний чек 10000 тнг. ​До 350 мест ​Суши ​Пицца ​Шашлык ​Бургеры ​Хинкали ​Рамен ​Паста ​Стейки ​Том-Ям ​Люля-кебаб ​Картофель-фри ​Салаты ​Сэндвичи ​Хачапури ​Супы ​Блюда на гриле ​Куриные крылышки ​Наггетсы ​Кесадилья ​Колбаски ​Мидии ​Жареная рыба ​Кофе с собой ​Чай с собой ​Wi-Fi ​Туалет ​Оплата картой ​Наличный расчёт ​Оплата через банк ​Перевод с карты ​Рестораны ​Караоке-залы ​Доставка готовых блюд ​Бары ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Манаса, 50 ​1 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Double Coffee,ресторан-кофейня,"улица Гоголя, 58",Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,3.9,492,43.259691,76.943158,https://2gis.com/firm/70000001041258049,"Винный ресторан ​Итальянская кухня ​Европейская кухня ​Авторская кухня ​Бизнес-ланч ​Завтрак ​Заказ столиков ​Заказ навынос ​Винная карта ​Детское меню ​Меню на английском ​Летняя терраса ​Настольные игры ​Панорамный вид ​Проведение банкетов ​Можно с ноутбуком ​Средний чек 7000 тнг. ​Бизнес-ланч от 2200 тнг. ​Ланч 12:00-16:00 ​До 80 мест ​Пицца ​Бургеры ​Блины ​Паста ​Стейки ​Том-Ям ​Блюда на гриле ​Куриные крылышки ​Кукси ​Колбаски ​Жареная рыба ​Кофе с собой ​Глинтвейн ​Пицца ​Бургеры ​Доставка wok ​Блины ​Десерты ​Бизнес-ланч ​Паста ​Горячие вторые блюда ​Супы ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Оплата по QR-коду ​Рестораны ​Доставка готовых блюд ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Гоголя, 58 ​1 этаж ​3 филиала ​Это моя компания ​Реклама в 2ГИС ↗"
Baysan,ресторан,"улица Толе би, 63",Пн: 08:00-01:00; Вт: 08:00-01:00; Ср: 08:00-01:00; Чт: 08:00-01:00; Пт: 08:00-01:00; Сб: 12:00-02:00; Вс: 12:00-02:00,3.6,42,43.254811,76.940188,https://2gis.com/firm/70000001067109568,"Восточная кухня ​Европейская кухня ​Бизнес-ланч ​Завтрак ​VIP-зал ​Ланч 12:00-15:00 ​До 60 мест ​Оплата картой ​Наличный расчёт ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Толе би, 63 ​цокольный этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Kakao Dak,кафе корейской кухни,"улица Жумалиева, 81",Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00 (служба доставки: пн-вс 12:00-21:30),3.2,114,43.25367,76.91293,https://2gis.com/firm/70000001056445018,"Корейская кухня ​Заказ навынос ​Средний чек 2500 тнг. ​До 50 мест ​Пицца ​Бургеры ​Рамен ​Картофель-фри ​Пянсе ​Супы ​Куриные крылышки ​Кукси ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Оплата по QR-коду ​Доставка готовых блюд ​Кафе ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Жумалиева, 81 ​1 этаж ​2 филиала ​Это моя компания ​Реклама в 2ГИС ↗"
Black Market,бар,"улица Тимирязева, 42 пав16",Пн: 14:00-24:00; Вт: 14:00-24:00; Ср: 14:00-24:00; Чт: 14:00-24:00; Пт: 14:00-24:00; Сб: 14:00-24:00; Вс: 14:00-24:00,4.6,67,43.223855,76.909705,https://2gis.com/firm/70000001055650012,"Шаурма ​Бургеры ​Стейки ​Картофель-фри ​Куриные крылышки ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Бары ​Кафе ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Тимирязева, 42 пав16 ​1 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Bauyrdaq Qazaq Fast-food,кафе национальной кухни,"8-й микрорайон, 37в",Пн: 10:00-03:00; Вт: 10:00-03:00; Ср: 10:00-03:00; Чт: 10:00-03:00; Пт: 10:00-03:00; Сб: 10:00-03:00; Вс: 10:00-03:00,3.5,108,43.226359,76.863504,https://2gis.com/firm/70000001066316974,"Казахская кухня ​Заказ навынос ​Средний чек 2500 тнг. ​До 100 мест ​Кофе с собой ​Чай с собой ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Оплата по QR-коду ​Это моя компания ​Реклама в 2ГИС ↗ ​8-й микрорайон, 37в ​7 филиалов ​Это моя компания ​Реклама в 2ГИС ↗"
Pirate,Ресторанный комплекс,"улица Толе би, 209а",Пн: 10:00-01:00; Вт: 10:00-01:00; Ср: 10:00-01:00; Чт: 10:00-01:00; Пт: 10:00-03:00; Сб: 10:00-03:00; Вс: 10:00-03:00,3.3,192,43.250881,76.883866,https://2gis.com/firm/9429940000799183,"Рыбные заведения ​Восточная кухня ​Европейская кухня ​Авторская кухня ​Заказ навынос ​Винная карта ​VIP-зал ​Летняя терраса ​Танцпол ​Кабинки ​Средний чек 5000 тнг. ​До 250 мест ​Суши ​Пицца ​Шашлык ​Бургеры ​Лапша wok ​Пельмени ​Паста ​Манты ​Стейки ​Люля-кебаб ​Картофель-фри ​Салаты ​Хачапури ​Супы ​Блюда на гриле ​Куриные крылышки ​Кесадилья ​Колбаски ​Жареная рыба ​Оплата картой ​Наличный расчёт ​Оплата через банк ​Оплата по QR-коду ​Караоке-залы ​Рестораны ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Толе би, 209а ​3 филиала ​Это моя компания ​Реклама в 2ГИС ↗"
Frau Irma,немецкий ресторан,"улица Курмангазы, 33",Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-24:00,4.4,199,43.244991,76.948279,https://2gis.com/firm/70000001034645503,"Пивной ресторан ​Европейская кухня ​Немецкая кухня ​Бизнес-ланч ​Заказ столиков ​Заказ навынос ​Винная карта ​Летняя терраса ​Проведение банкетов ​Можно с ноутбуком ​Своя пивоварня ​Можно с собакой ​Средний чек 7000 тнг. ​Бизнес-ланч от 2990 тнг. ​Ланч 12:00-16:00 ​До 60 мест ​Бургеры ​Стейки ​Картофель-фри ​Салаты ​Супы ​Блюда на гриле ​Колбаски ​Кофе с собой ​Глинтвейн ​Чай с собой ​Шашлык ​Бургеры ​Десерты ​Бизнес-ланч ​Горячие вторые блюда ​Салаты ​Супы ​Wi-Fi ​Туалет ​Оплата картой ​Наличный расчёт ​Оплата через банк ​Оплата по QR-коду ​Вызов персонала ​Доступный вход для людей с инвалидностью ​Рестораны ​Доставка готовых блюд ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Курмангазы, 33 ​1 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
